temp,dew_pnt,sea_lvl_press,visibility,avg_wind_spd,max_sustained_wind_spd,max_temp,min_temp,rain
19.8,14.0,1019.6,8.4,141.03492723841154,15.9,-558.0900164680959,14.0,0
26.8,-382.7969090480733,12126.467594276022,8.1,10.9,19.0,34.0,21.0,0
34.6,32.9,1004.6,3.9,13.8,22.0,36.0,33.1,1
26.4,21.5,1006.9,8.0,18.7,30.1,39.9,16.0,1
14.7,7.9,1009.9,8.1,14.1,22.0,21.0,9.0,0
30.6,22.7,1015.1,12.6,9.3,17.1,42.1,19.0,0
37.2,30.2,-15373.535229714449,10.7,8.1,17.1,50.0,30.9,0
36.3,30.1,1002.8,9.7,6.0,17.1,43.0,30.9,0
14.9,10.8,1025.6,8.0,19.8,26.0,32.0,7.0,0
10.4,5.3,1039.9,4.8,14.7,19.0,12.9,9.0,0
15.3,12.0,1038.9,2.6,9.2,10.1,19.9,9.0,1
17.8,11.9,1030.4,9.2,6.6,10.1,24.1,10.0,1
599.5275201485914,13.6,1019.1,11.8,5.0,10.1,37.0,10.9,0
23.9,20.8,1016.4,4.3,5.1,10.1,34.0,15.1,0
36.7,36.4,1003.8,1.0,6.6,15.0,39.0,34.0,1
18.4,12.5,1022.8,7.8,18.7,26.0,35.1,9.0,0
7.0,-0.1,1032.4,9.6,10.7,22.0,18.0,1.0,0
17.8,11.9,1018.3,7.5,10.1,22.9,23.0,10.0,0
8.5,-0.8,1031.4,8.5,12.7,22.0,16.0,0.0,0
-174.49717542984973,2.7,1032.0,6.9,13.5,22.0,17.1,6.1,0
10.4,6.6,1023.8,5.3,9.7,15.9,18.0,1.9,1
4.8,-0.6,1030.1,4.4,7.2,10.1,19.0,-5.1,1
28.8,28.2,1018.6,0.9,9.7,18.1,34.0,19.9,1
6.4,0.7,1031.6,28.904334373576802,18.0,22.0,18.0,0.0,1
2.8,-2.8,1039.0,87.195204426138,14.2,18.1,7.0,1.0,0
8.2,3.3,1032.6,8.1,10.0,13.0,17.1,3.0,0
18.6,14.8,1018.0,4.1,9.3,26.0,19.9,16.0,1
9.0,4.8,1021.8,3.5,22.1,31.1,18.0,1.9,0
-2.5,-9.8,1041.6,11.5,10.9,13.0,1.9,-8.0,0
-2.6,-11.8,1032.2,14.9,12.1,22.9,12.0,-11.0,0
12.1,6.8,1020.7,28.33564274942938,7.8,13.0,30.9,3.9,0
