temp,dew_pnt,sea_lvl_press,visibility,avg_wind_spd,max_sustained_wind_spd,max_temp,min_temp,rain
19.8,14.0,1019.6,8.4,9.9,15.9,28.9,14.0,0
26.8,-31.09452788959163,1006.2,8.1,10.9,154.85643751044046,34.0,21.0,0
34.6,32.9,26566.302916322205,139.37781091752763,13.8,22.0,36.0,33.1,1
26.4,21.5,1006.9,8.0,18.7,30.1,39.9,16.0,1
14.7,7.9,1009.9,8.1,14.1,22.0,21.0,9.0,0
30.6,22.7,1015.1,12.6,9.3,17.1,42.1,19.0,0
37.2,30.2,1012.2,10.7,8.1,17.1,50.0,30.9,0
36.3,30.1,1002.8,9.7,6.0,-46.596022733810514,43.0,30.9,0
14.9,10.8,1025.6,8.0,19.8,26.0,32.0,7.0,0
10.4,5.3,1039.9,4.8,14.7,19.0,12.9,9.0,0
15.3,12.0,1038.9,2.6,9.2,10.1,-464.7876657451134,9.0,1
17.8,11.9,1030.4,9.2,6.6,10.1,24.1,10.0,1
19.7,13.6,1019.1,11.8,5.0,87.80671413725159,37.0,10.9,0
23.9,-244.23052471022362,1016.4,4.3,5.1,10.1,34.0,15.1,0
36.7,36.4,1003.8,1.0,6.6,15.0,39.0,34.0,1
18.4,12.5,11907.96404051132,145.26003888942293,18.7,26.0,35.1,9.0,0
7.0,-0.1,1032.4,9.6,10.7,22.0,18.0,1.0,0
17.8,11.9,1018.3,7.5,10.1,22.9,23.0,10.0,0
8.5,-0.8,1031.4,8.5,12.7,22.0,16.0,0.0,0
10.2,2.7,1032.0,6.9,13.5,22.0,17.1,6.1,0
10.4,-462.5846677472674,1023.8,5.3,9.7,15.9,18.0,1.9,1
4.8,-0.6,-6751.815009995331,4.4,7.2,10.1,439.51484501838326,228.49759506334667,1
28.8,28.2,1018.6,0.9,9.7,18.1,34.0,19.9,1
6.4,0.7,1031.6,5.4,18.0,22.0,18.0,0.0,1
342.3333307470481,-2.8,1039.0,4.9,102.87256053671496,18.1,310.2543724847385,1.0,0
8.2,-362.5298274051994,1032.6,8.1,10.0,13.0,487.06951778020374,3.0,0
18.6,14.8,1018.0,4.1,9.3,26.0,19.9,16.0,1
9.0,4.8,1021.8,3.5,22.1,31.1,18.0,1.9,0
-2.5,-9.8,1041.6,11.5,10.9,13.0,1.9,-8.0,0
-2.6,339.32002074694026,1032.2,14.9,12.1,22.9,12.0,-11.0,0
12.1,6.8,1020.7,10.8,7.8,13.0,30.9,3.9,0
-467.73647007066177,3.9,1029.1,11.4,8.3,17.1,21.0,0.0,0
1.3,-5.9,1032.5,9.1,11.0,132.8503401351533,15.1,-7.1,0
22.3,18.5,1017.2,5.1,10.3,15.9,25.0,10.9,1
5.6,0.2,1020.8,5.5,9.7,12.0,16.0,-5.1,0
18.1,14.5,1016.9,4.7,9.0,15.9,28.0,10.9,1
538.2248270793419,16.2,1013.6,8.1,11.5,22.0,28.9,9.0,1
20.9,15.6,1008.7,10.9,9.7,17.1,36.0,9.0,0
23.3,18.0,1007.5,14.2,12.8,26.0,34.0,14.0,0
17.7,10.5,1018.5,12.5,6.6,17.1,39.0,6.1,0
13.0,5.8,1026.7,13.8,13.1,26.0,30.9,-0.9,0
30.7,26.0,1012.9,11.6,12.9,17.1,43.0,19.9,0
25.3,21.9,1010.2,7.5,12.0,22.0,42.1,14.0,0
7.9,4.0,1025.1,6.2,14.7,22.0,12.9,3.9,0
7.5,2.8,1020.9,-105.1085061054796,-134.50761164786994,11.1,289.6357800421397,1.9,0
15.3,9.2,1011.0,10.0,7.0,12.0,35.1,1.0,0
24.8,16.1,1019.3,12.5,9.6,17.1,32.0,16.0,0
127.92272025660068,20.8,1020.8,12.5,8.3,222.11524136136507,-41.4548577316483,15.1,0
38.0,33.0,1014.1,12.8,13.6,22.0,44.1,26.1,0
300.31549384167124,9.7,1023.5,8.7,8.5,-109.923667257772,25.0,12.0,0
15.1,10.1,1032.6,-59.35203015661001,8.2,8.9,23.0,8.1,1
23.9,20.0,1027.5,5.0,3.5,8.9,30.0,21.0,1
29.4,28.0,1025.6,6.8,5.0,10.1,34.0,26.1,0
34.8,32.8,1019.7,8.2,9.0,10.1,42.1,30.9,1
33.4,29.4,1017.2,8.5,14.0,28.0,43.0,25.0,0
25.2,18.5,1028.6,9.1,7.4,17.1,37.0,17.1,0
33.0,29.0,1023.2,9.6,4.6,10.1,39.0,30.0,0
29.4,325.8582710063855,1024.0,7.6,12.8,17.1,34.0,26.1,0
21.6,17.3,1032.5,12.4,8.3,17.1,28.0,14.0,0
24.3,20.3,1027.9,11.1,3.5,13.0,37.0,17.1,0
35.0,30.5,1023.8,11.1,7.7,12.0,44.1,28.9,0
35.9,32.6,1022.0,7.2,8.5,13.0,42.1,30.9,1
42.3,37.3,1013.5,7.4,1.9,8.9,57.9,30.9,0
41.9,36.1,1010.4,8.3,7.0,13.0,50.0,34.0,0
36.6,-527.8322596366265,1019.9,92.22047803232223,8.2,17.1,43.0,33.1,1
35.2,31.5,1020.8,10.0,8.3,22.0,46.0,28.9,0
36.2,33.5,1011.2,6.9,8.8,26.0,43.0,30.9,1
30.0,27.3,1019.0,8.6,17.6,22.0,35.1,25.0,0
26.7,20.9,1025.1,10.4,10.1,15.0,32.0,21.0,0
24.4,18.0,1025.1,10.4,7.7,13.0,30.0,18.0,0
411.849723307346,25.5,1020.1,10.9,4.6,15.9,-73.67966259138473,26.1,0
33.2,28.6,1023.1,79.55671838445537,4.0,179.65352543563486,37.0,553.503515873648,1
28.0,23.7,1028.2,5.4,11.7,17.1,33.1,19.0,0
13.9,5.3,1034.3,9.5,9.6,22.0,24.1,7.0,0
27.7,21.5,1022.5,11.1,8.8,14.0,37.0,23.0,0
27.6,21.3,1022.7,8.4,7.9,13.0,36.0,21.0,0
28.6,21.8,1026.3,11.1,77.96851180317734,10.1,423.02955982897663,21.9,0
32.5,26.2,1025.8,-99.7558573701174,10.7,199.0111039909978,39.9,28.0,0
44.7,36.7,1011.9,10.2,16.3,26.0,68.0,33.1,0
48.2,43.2,1004.4,6.2,14.2,26.0,62.1,37.0,1
35.3,32.4,1011.8,4.9,16.4,22.0,39.0,33.1,1
36.3,33.4,1012.3,6.0,12.5,22.0,48.9,32.0,0
54.1,45.5,998.7,9.2,18.9,35.0,68.0,46.0,0
45.3,34.1,1011.5,11.5,11.5,22.0,59.0,34.0,0
46.5,42.2,1006.8,7.6,12.3,25.1,53.1,42.1,1
46.2,38.8,1001.4,11.1,13.3,26.0,63.0,37.0,1
242.7104567853829,34.3,1008.9,12.3,6.3,26.0,69.1,37.9,0
42.8,38.9,1016.4,7.7,16.4,26.0,59.0,39.9,1
43.2,40.1,1008.3,6.6,17.4,130.79736355999827,432.39914328925704,39.0,1
39.7,35.5,1005.7,9.2,16.2,22.0,54.0,35.1,1
-269.62897988040504,30.0,-1265.4281846152953,9.6,9.8,22.9,48.9,-265.27040569123415,0
40.9,31.4,1019.2,10.4,7.0,15.9,46.9,35.1,0
149.22079987533712,31.9,1020.4,77.47936124912722,5.8,13.0,53.1,36.0,0
43.1,-191.2034982368824,8327.726051629312,8.0,3.8,76.41163531304923,57.0,30.0,0
45.6,34.0,1015.2,12.5,10.1,20.0,57.9,33.1,0
52.3,34.9,1008.1,14.3,9.9,22.0,68.0,39.9,0
55.3,37.7,1013.6,73.13071756473617,7.7,22.0,-132.83264235368767,45.0,0
420.42607022772785,450.5285702488875,1016.7,9.8,5.3,15.9,64.0,35.1,0
51.6,33.8,-18250.82208575841,12.1,13.7,20.0,57.9,46.0,1
411.94902232361636,36.3,1021.2,8.7,12.6,-27.54636355283401,52.0,45.0,1
423.79059829691874,29.0,1021.3,11.2,8.6,13.0,68.0,34.0,0
55.7,36.3,1012.2,9.9,6.2,14.0,73.9,37.9,0
59.9,43.9,1003.5,9.3,8.0,17.1,73.9,48.0,0
44.4,38.3,1003.3,5.5,-113.81998990700376,30.1,70.0,33.1,1
36.9,30.5,1021.4,11.8,17.0,26.0,45.0,33.1,0
42.1,33.9,1019.5,11.3,9.2,22.0,62.1,30.9,0
53.7,39.5,1010.3,11.8,15.4,30.1,61.0,44.1,0
41.8,27.0,1021.4,14.1,12.0,22.0,54.0,30.0,0
46.8,31.5,1023.9,13.5,10.2,17.1,64.0,34.0,0
57.8,37.5,1018.9,12.2,14.2,26.0,72.0,50.0,1
56.3,47.0,1012.8,9.7,13.3,17.1,66.9,50.0,1
-486.53961277135386,45.5,1014.1,11.7,3.0,14.0,-509.98405975599206,48.0,0
59.5,38.9,1018.6,13.0,8.1,15.9,77.0,41.0,0
56.0,36.1,1019.5,13.2,12.8,17.1,75.9,41.0,0
69.7,47.3,1013.6,13.3,14.4,26.0,88.0,54.0,0
68.4,53.5,23951.279188210934,10.9,12.5,22.0,82.0,55.9,1
62.8,43.3,1022.0,9.8,9.5,18.1,73.0,54.0,0
60.5,39.8,-10971.432128484284,10.9,7.6,15.9,73.0,46.9,0
64.1,41.8,1017.3,13.9,10.1,17.1,78.1,51.1,0
66.0,46.4,1007.9,11.5,14.1,26.0,77.0,54.0,1
56.8,49.1,25050.40267560844,9.5,14.2,22.0,64.9,50.0,1
61.6,42.0,1010.7,12.1,8.7,15.9,82.9,432.89970863577173,0
74.8,493.9536890152144,1011.0,12.6,16.3,30.1,-275.40610658860203,61.0,0
79.0,69.3,1011.6,-82.08538987895238,19.2,26.0,86.0,72.0,0
76.6,68.5,1012.5,13.4,16.0,22.0,-363.93444270669704,69.1,1
62.0,56.8,1021.1,11.5,11.5,15.9,77.0,57.0,1
61.2,54.3,1021.8,12.3,9.1,17.1,68.0,54.0,0
421.32182794659917,54.3,1013.9,7.8,9.1,22.0,66.9,53.1,1
56.7,50.9,1015.1,8.1,13.3,19.0,70.0,48.9,1
61.2,52.7,1021.6,11.8,4.7,10.1,70.0,52.0,0
